[0;36m(EngineCore_DP0 pid=432)[0;0m INFO 03-05 15:05:56 [nixl_connector.py:1080] NIXL compatibility check passed (hash: f5d75f12ec071545714795b4753d5ab78f2eb88c72dcd34a6e1f82e11c83aa18)
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:10:30 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:10:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.612, P90 xfer time (ms)=28.612, Avg post time (ms)=1.577, P90 post time (ms)=1.577, Avg MB per transfer=1280.0, Throughput (MB/s)=44736.474, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:10:40 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 28.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:10:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.586, P90 xfer time (ms)=28.69, Avg post time (ms)=1.555, P90 post time (ms)=1.56, Avg MB per transfer=1280.0, Throughput (MB/s)=44777.947, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:10:50 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:10:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.889, P90 xfer time (ms)=28.889, Avg post time (ms)=1.556, P90 post time (ms)=1.556, Avg MB per transfer=1280.0, Throughput (MB/s)=44307.522, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:00 [loggers.py:257] Engine 000: Avg prompt throughput: 409.5 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=29.095, P90 xfer time (ms)=29.095, Avg post time (ms)=1.558, P90 post time (ms)=1.558, Avg MB per transfer=1280.0, Throughput (MB/s)=43993.813, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:10 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.065, P90 xfer time (ms)=28.065, Avg post time (ms)=1.596, P90 post time (ms)=1.596, Avg MB per transfer=1280.0, Throughput (MB/s)=45608.409, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:20 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 30.2 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.134, P90 xfer time (ms)=28.134, Avg post time (ms)=1.579, P90 post time (ms)=1.579, Avg MB per transfer=1280.0, Throughput (MB/s)=45496.552, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:30 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 30.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.62, P90 xfer time (ms)=28.766, Avg post time (ms)=1.55, P90 post time (ms)=1.555, Avg MB per transfer=1280.0, Throughput (MB/s)=44723.188, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:40 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.144, P90 xfer time (ms)=28.144, Avg post time (ms)=1.578, P90 post time (ms)=1.578, Avg MB per transfer=1280.0, Throughput (MB/s)=45480.387, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:50 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:11:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.425, P90 xfer time (ms)=28.425, Avg post time (ms)=1.546, P90 post time (ms)=1.546, Avg MB per transfer=1280.0, Throughput (MB/s)=45030.783, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:00 [loggers.py:257] Engine 000: Avg prompt throughput: 409.4 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.64, P90 xfer time (ms)=28.64, Avg post time (ms)=1.587, P90 post time (ms)=1.587, Avg MB per transfer=1280.0, Throughput (MB/s)=44692.737, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:10 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 28.5 tokens/s, Running: 0 reqs, Waiting: 1 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=29.072, P90 xfer time (ms)=29.072, Avg post time (ms)=1.539, P90 post time (ms)=1.539, Avg MB per transfer=1280.0, Throughput (MB/s)=44028.619, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:20 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.406, P90 xfer time (ms)=28.529, Avg post time (ms)=1.57, P90 post time (ms)=1.584, Avg MB per transfer=1280.0, Throughput (MB/s)=45060.109, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:30 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.884, P90 xfer time (ms)=28.884, Avg post time (ms)=1.57, P90 post time (ms)=1.57, Avg MB per transfer=1280.0, Throughput (MB/s)=44315.192, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:40 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=29.032, P90 xfer time (ms)=29.032, Avg post time (ms)=1.572, P90 post time (ms)=1.572, Avg MB per transfer=1280.0, Throughput (MB/s)=44089.281, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:50 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:12:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.435, P90 xfer time (ms)=28.435, Avg post time (ms)=1.575, P90 post time (ms)=1.575, Avg MB per transfer=1280.0, Throughput (MB/s)=45014.946, Avg number of descriptors=40960.0
