[0;36m(Worker_TP0 pid=714)[0;0m INFO 02-26 23:52:23 [nixl_connector.py:1080] NIXL compatibility check passed (hash: f5d75f12ec071545714795b4753d5ab78f2eb88c72dcd34a6e1f82e11c83aa18)
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:07 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.79, P90 xfer time (ms)=29.088, Avg post time (ms)=0.966, P90 post time (ms)=1.007, Avg MB per transfer=640.0, Throughput (MB/s)=22230.134, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:17 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:17 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.642, P90 xfer time (ms)=29.041, Avg post time (ms)=0.977, P90 post time (ms)=1.02, Avg MB per transfer=640.0, Throughput (MB/s)=22345.198, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:27 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:27 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=29.709, P90 xfer time (ms)=30.834, Avg post time (ms)=0.958, P90 post time (ms)=1.004, Avg MB per transfer=640.0, Throughput (MB/s)=21542.294, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:37 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:37 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.533, P90 xfer time (ms)=28.73, Avg post time (ms)=0.952, P90 post time (ms)=1.0, Avg MB per transfer=640.0, Throughput (MB/s)=22430.365, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:47 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 49.3 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:47 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.726, P90 xfer time (ms)=28.737, Avg post time (ms)=0.994, P90 post time (ms)=1.045, Avg MB per transfer=640.0, Throughput (MB/s)=22279.08, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:57 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 45.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:53:57 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.443, P90 xfer time (ms)=28.646, Avg post time (ms)=0.957, P90 post time (ms)=1.02, Avg MB per transfer=640.0, Throughput (MB/s)=22501.34, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:07 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:07 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.871, P90 xfer time (ms)=29.045, Avg post time (ms)=0.973, P90 post time (ms)=1.026, Avg MB per transfer=640.0, Throughput (MB/s)=22167.381, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:17 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 38.5 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:17 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.819, P90 xfer time (ms)=28.821, Avg post time (ms)=0.961, P90 post time (ms)=1.001, Avg MB per transfer=640.0, Throughput (MB/s)=22207.186, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:27 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 8.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:27 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=29.096, P90 xfer time (ms)=29.759, Avg post time (ms)=1.002, P90 post time (ms)=1.04, Avg MB per transfer=640.0, Throughput (MB/s)=21996.529, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:37 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 44.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:37 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.775, P90 xfer time (ms)=29.081, Avg post time (ms)=0.956, P90 post time (ms)=0.998, Avg MB per transfer=640.0, Throughput (MB/s)=22241.722, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:47 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 49.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:47 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=29.262, P90 xfer time (ms)=29.321, Avg post time (ms)=0.968, P90 post time (ms)=0.996, Avg MB per transfer=640.0, Throughput (MB/s)=21871.369, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:57 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:54:57 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.878, P90 xfer time (ms)=29.258, Avg post time (ms)=0.951, P90 post time (ms)=0.988, Avg MB per transfer=640.0, Throughput (MB/s)=22162.2, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:07 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:07 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.746, P90 xfer time (ms)=29.164, Avg post time (ms)=0.973, P90 post time (ms)=1.022, Avg MB per transfer=640.0, Throughput (MB/s)=22264.354, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:17 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:17 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.508, P90 xfer time (ms)=28.743, Avg post time (ms)=0.981, P90 post time (ms)=1.02, Avg MB per transfer=640.0, Throughput (MB/s)=22449.445, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:27 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 47.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:27 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=29.935, P90 xfer time (ms)=29.991, Avg post time (ms)=0.954, P90 post time (ms)=0.976, Avg MB per transfer=640.0, Throughput (MB/s)=21380.013, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:37 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 46.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:37 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.572, P90 xfer time (ms)=28.64, Avg post time (ms)=0.956, P90 post time (ms)=0.994, Avg MB per transfer=640.0, Throughput (MB/s)=22399.748, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:47 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 44.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:47 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.829, P90 xfer time (ms)=29.069, Avg post time (ms)=0.965, P90 post time (ms)=1.009, Avg MB per transfer=640.0, Throughput (MB/s)=22199.868, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:57 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:55:57 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.87, P90 xfer time (ms)=29.579, Avg post time (ms)=0.966, P90 post time (ms)=1.007, Avg MB per transfer=640.0, Throughput (MB/s)=22168.533, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:07 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 44.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:07 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=29.132, P90 xfer time (ms)=29.561, Avg post time (ms)=0.978, P90 post time (ms)=1.022, Avg MB per transfer=640.0, Throughput (MB/s)=21968.969, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:17 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 49.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:17 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=29.29, P90 xfer time (ms)=29.316, Avg post time (ms)=0.97, P90 post time (ms)=1.004, Avg MB per transfer=640.0, Throughput (MB/s)=21850.834, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:27 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:27 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.52, P90 xfer time (ms)=28.786, Avg post time (ms)=0.959, P90 post time (ms)=0.986, Avg MB per transfer=640.0, Throughput (MB/s)=22440.196, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:37 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:37 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.561, P90 xfer time (ms)=28.777, Avg post time (ms)=0.951, P90 post time (ms)=0.982, Avg MB per transfer=640.0, Throughput (MB/s)=22407.787, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:47 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 44.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:47 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.393, P90 xfer time (ms)=28.463, Avg post time (ms)=0.951, P90 post time (ms)=0.976, Avg MB per transfer=640.0, Throughput (MB/s)=22540.966, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:57 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 48.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:56:57 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.87, P90 xfer time (ms)=28.895, Avg post time (ms)=0.958, P90 post time (ms)=0.988, Avg MB per transfer=640.0, Throughput (MB/s)=22168.725, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:07 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 46.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:07 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=29.125, P90 xfer time (ms)=29.259, Avg post time (ms)=0.963, P90 post time (ms)=0.993, Avg MB per transfer=640.0, Throughput (MB/s)=21974.249, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:17 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:17 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.96, P90 xfer time (ms)=29.188, Avg post time (ms)=0.984, P90 post time (ms)=1.02, Avg MB per transfer=640.0, Throughput (MB/s)=22099.638, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:27 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 44.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:27 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=29.128, P90 xfer time (ms)=29.399, Avg post time (ms)=0.956, P90 post time (ms)=0.992, Avg MB per transfer=640.0, Throughput (MB/s)=21972.363, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:37 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 44.5 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:37 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=30.054, P90 xfer time (ms)=30.075, Avg post time (ms)=0.947, P90 post time (ms)=0.977, Avg MB per transfer=640.0, Throughput (MB/s)=21295.002, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:47 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 49.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:47 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.414, P90 xfer time (ms)=28.491, Avg post time (ms)=0.964, P90 post time (ms)=1.0, Avg MB per transfer=640.0, Throughput (MB/s)=22524.108, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:57 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:57:57 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.233, P90 xfer time (ms)=28.256, Avg post time (ms)=0.965, P90 post time (ms)=1.004, Avg MB per transfer=640.0, Throughput (MB/s)=22668.508, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:07 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 44.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:07 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=29.612, P90 xfer time (ms)=29.958, Avg post time (ms)=0.962, P90 post time (ms)=1.0, Avg MB per transfer=640.0, Throughput (MB/s)=21612.495, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:17 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 44.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:17 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=29.092, P90 xfer time (ms)=29.401, Avg post time (ms)=0.962, P90 post time (ms)=1.003, Avg MB per transfer=640.0, Throughput (MB/s)=21998.986, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:27 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 48.5 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:27 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.346, P90 xfer time (ms)=28.385, Avg post time (ms)=0.942, P90 post time (ms)=0.974, Avg MB per transfer=640.0, Throughput (MB/s)=22578.142, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:37 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 45.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:37 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.561, P90 xfer time (ms)=28.852, Avg post time (ms)=0.951, P90 post time (ms)=0.992, Avg MB per transfer=640.0, Throughput (MB/s)=22408.179, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:47 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:47 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=28.816, P90 xfer time (ms)=29.265, Avg post time (ms)=0.958, P90 post time (ms)=0.995, Avg MB per transfer=640.0, Throughput (MB/s)=22209.691, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:57 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 44.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:58:57 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=29.039, P90 xfer time (ms)=29.334, Avg post time (ms)=0.959, P90 post time (ms)=0.995, Avg MB per transfer=640.0, Throughput (MB/s)=22039.326, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:59:07 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 45.6 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-26 23:59:07 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=29.234, P90 xfer time (ms)=29.258, Avg post time (ms)=0.958, P90 post time (ms)=0.994, Avg MB per transfer=640.0, Throughput (MB/s)=21892.692, Avg number of descriptors=40960.0
