[0;36m(Worker_TP0 pid=708)[0;0m INFO 02-28 23:39:08 [nixl_connector.py:1080] NIXL compatibility check passed (hash: f5d75f12ec071545714795b4753d5ab78f2eb88c72dcd34a6e1f82e11c83aa18)
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=6, Avg xfer time (ms)=9.265, P90 xfer time (ms)=9.715, Avg post time (ms)=0.626, P90 post time (ms)=0.656, Avg MB per transfer=20.0, Throughput (MB/s)=2158.739, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:10 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.406, P90 xfer time (ms)=8.428, Avg post time (ms)=0.622, P90 post time (ms)=0.658, Avg MB per transfer=20.0, Throughput (MB/s)=2379.324, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:20 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=9.037, P90 xfer time (ms)=9.568, Avg post time (ms)=0.615, P90 post time (ms)=0.657, Avg MB per transfer=20.0, Throughput (MB/s)=2213.063, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:30 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=9.699, P90 xfer time (ms)=9.732, Avg post time (ms)=0.617, P90 post time (ms)=0.654, Avg MB per transfer=20.0, Throughput (MB/s)=2062.015, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:40 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 54.1 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.319, P90 xfer time (ms)=8.386, Avg post time (ms)=0.613, P90 post time (ms)=0.652, Avg MB per transfer=20.0, Throughput (MB/s)=2404.207, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:50 [loggers.py:257] Engine 000: Avg prompt throughput: 12.8 tokens/s, Avg generation throughput: 6.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:40:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=8.565, P90 xfer time (ms)=8.575, Avg post time (ms)=0.626, P90 post time (ms)=0.67, Avg MB per transfer=20.0, Throughput (MB/s)=2335.085, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:00 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=7.702, P90 xfer time (ms)=8.335, Avg post time (ms)=0.628, P90 post time (ms)=0.665, Avg MB per transfer=20.0, Throughput (MB/s)=2596.644, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:10 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.41, P90 xfer time (ms)=8.479, Avg post time (ms)=0.623, P90 post time (ms)=0.659, Avg MB per transfer=20.0, Throughput (MB/s)=2378.192, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:20 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.334, P90 xfer time (ms)=8.37, Avg post time (ms)=0.617, P90 post time (ms)=0.657, Avg MB per transfer=20.0, Throughput (MB/s)=2399.88, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:30 [loggers.py:257] Engine 000: Avg prompt throughput: 38.4 tokens/s, Avg generation throughput: 57.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=6, Avg xfer time (ms)=8.384, P90 xfer time (ms)=8.439, Avg post time (ms)=0.612, P90 post time (ms)=0.646, Avg MB per transfer=20.0, Throughput (MB/s)=2385.449, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:40 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=7.967, P90 xfer time (ms)=8.462, Avg post time (ms)=0.615, P90 post time (ms)=0.648, Avg MB per transfer=20.0, Throughput (MB/s)=2510.434, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:50 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:41:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=9.062, P90 xfer time (ms)=9.724, Avg post time (ms)=0.631, P90 post time (ms)=0.683, Avg MB per transfer=20.0, Throughput (MB/s)=2207.018, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:00 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.594, P90 xfer time (ms)=8.83, Avg post time (ms)=0.624, P90 post time (ms)=0.655, Avg MB per transfer=20.0, Throughput (MB/s)=2327.34, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:10 [loggers.py:257] Engine 000: Avg prompt throughput: 38.4 tokens/s, Avg generation throughput: 57.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=6, Avg xfer time (ms)=8.625, P90 xfer time (ms)=8.75, Avg post time (ms)=0.625, P90 post time (ms)=0.668, Avg MB per transfer=20.0, Throughput (MB/s)=2318.796, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:20 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=9.197, P90 xfer time (ms)=9.612, Avg post time (ms)=0.617, P90 post time (ms)=0.659, Avg MB per transfer=20.0, Throughput (MB/s)=2174.563, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:30 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.552, P90 xfer time (ms)=8.72, Avg post time (ms)=0.615, P90 post time (ms)=0.652, Avg MB per transfer=20.0, Throughput (MB/s)=2338.498, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:40 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=7.992, P90 xfer time (ms)=8.95, Avg post time (ms)=0.618, P90 post time (ms)=0.659, Avg MB per transfer=20.0, Throughput (MB/s)=2502.346, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:50 [loggers.py:257] Engine 000: Avg prompt throughput: 38.4 tokens/s, Avg generation throughput: 57.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:42:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=6, Avg xfer time (ms)=7.514, P90 xfer time (ms)=8.454, Avg post time (ms)=1.291, P90 post time (ms)=2.638, Avg MB per transfer=20.0, Throughput (MB/s)=2661.875, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:00 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.92, P90 xfer time (ms)=9.394, Avg post time (ms)=0.634, P90 post time (ms)=0.673, Avg MB per transfer=20.0, Throughput (MB/s)=2242.09, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:10 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.371, P90 xfer time (ms)=8.407, Avg post time (ms)=0.63, P90 post time (ms)=0.666, Avg MB per transfer=20.0, Throughput (MB/s)=2389.201, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:20 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.272, P90 xfer time (ms)=8.47, Avg post time (ms)=0.617, P90 post time (ms)=0.651, Avg MB per transfer=20.0, Throughput (MB/s)=2417.795, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:30 [loggers.py:257] Engine 000: Avg prompt throughput: 38.4 tokens/s, Avg generation throughput: 57.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=6, Avg xfer time (ms)=9.267, P90 xfer time (ms)=9.81, Avg post time (ms)=0.618, P90 post time (ms)=0.656, Avg MB per transfer=20.0, Throughput (MB/s)=2158.196, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:40 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.788, P90 xfer time (ms)=9.598, Avg post time (ms)=0.624, P90 post time (ms)=0.654, Avg MB per transfer=20.0, Throughput (MB/s)=2275.701, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:50 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:43:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=9.016, P90 xfer time (ms)=9.643, Avg post time (ms)=0.626, P90 post time (ms)=0.66, Avg MB per transfer=20.0, Throughput (MB/s)=2218.279, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:00 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=9.16, P90 xfer time (ms)=9.654, Avg post time (ms)=0.638, P90 post time (ms)=0.664, Avg MB per transfer=20.0, Throughput (MB/s)=2183.406, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:10 [loggers.py:257] Engine 000: Avg prompt throughput: 38.4 tokens/s, Avg generation throughput: 57.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=6, Avg xfer time (ms)=8.382, P90 xfer time (ms)=9.645, Avg post time (ms)=0.634, P90 post time (ms)=0.661, Avg MB per transfer=20.0, Throughput (MB/s)=2385.923, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:20 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.437, P90 xfer time (ms)=8.515, Avg post time (ms)=0.62, P90 post time (ms)=0.65, Avg MB per transfer=20.0, Throughput (MB/s)=2370.581, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:30 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=9.64, P90 xfer time (ms)=9.645, Avg post time (ms)=0.631, P90 post time (ms)=0.66, Avg MB per transfer=20.0, Throughput (MB/s)=2074.689, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:40 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.35, P90 xfer time (ms)=8.412, Avg post time (ms)=0.632, P90 post time (ms)=0.66, Avg MB per transfer=20.0, Throughput (MB/s)=2395.066, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:50 [loggers.py:257] Engine 000: Avg prompt throughput: 38.4 tokens/s, Avg generation throughput: 57.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:44:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=6, Avg xfer time (ms)=9.27, P90 xfer time (ms)=9.719, Avg post time (ms)=0.628, P90 post time (ms)=0.667, Avg MB per transfer=20.0, Throughput (MB/s)=2157.381, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:00 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.408, P90 xfer time (ms)=8.476, Avg post time (ms)=0.636, P90 post time (ms)=0.668, Avg MB per transfer=20.0, Throughput (MB/s)=2378.758, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:10 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.97, P90 xfer time (ms)=9.604, Avg post time (ms)=0.639, P90 post time (ms)=0.668, Avg MB per transfer=20.0, Throughput (MB/s)=2229.779, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:20 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=9.417, P90 xfer time (ms)=9.791, Avg post time (ms)=0.63, P90 post time (ms)=0.657, Avg MB per transfer=20.0, Throughput (MB/s)=2123.875, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:30 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.391, P90 xfer time (ms)=8.482, Avg post time (ms)=0.629, P90 post time (ms)=0.659, Avg MB per transfer=20.0, Throughput (MB/s)=2383.364, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:40 [loggers.py:257] Engine 000: Avg prompt throughput: 38.4 tokens/s, Avg generation throughput: 57.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=6, Avg xfer time (ms)=8.388, P90 xfer time (ms)=9.636, Avg post time (ms)=0.64, P90 post time (ms)=0.673, Avg MB per transfer=20.0, Throughput (MB/s)=2384.216, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:50 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:45:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.34, P90 xfer time (ms)=8.369, Avg post time (ms)=0.626, P90 post time (ms)=0.658, Avg MB per transfer=20.0, Throughput (MB/s)=2398.082, Avg number of descriptors=1280.0
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:46:00 [loggers.py:257] Engine 000: Avg prompt throughput: 25.6 tokens/s, Avg generation throughput: 57.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 02-28 23:46:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=4, Avg xfer time (ms)=8.399, P90 xfer time (ms)=8.425, Avg post time (ms)=0.639, P90 post time (ms)=0.675, Avg MB per transfer=20.0, Throughput (MB/s)=2381.236, Avg number of descriptors=1280.0
